topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,17097,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Competent Chinese can feel like a fish in water in China, why go to the United States?",1,2,2,Indian
Ethnic culture,18484,Can Japanese understand Chinese roughly?,"Traditional characters may be understandable. Although Chinese characters in Japanese are very different from Chinese, Japanese certainly cannot understand simplified characters, and Taiwanese cannot understand some simplified characters.",0,2,3,Japanese
Ethnic culture,17434,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"Japanese indifference or enthusiasm, talk about my own experience.",0,0,0,Japanese
Ethnic culture,22097,Why does Negro's appearance not fit the aesthetic of most Chinese?,"Some people talk nonsense, but it's actually very simple. This thing doesn't need to be trained. It can instinctively distinguish what is ugly and beautiful. Knowing the age level, the education level feels that it has been lowered a lot.",0,0,0,Negro
Ethnic culture,22135,Why does Negro's appearance not fit the aesthetic of most Chinese?,"Just say it. Black ones like charcoal, thick lips, bulbous noses, and chicken nests, all of which are not in line with Chinese aesthetics.",1,1,3,Negro
Ethnic culture,20837,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"Ancient Europe advocated fair skin because the nobles did not need to be exposed to the wind and sun and had sufficient nutrition. Their natural skin was delicate and smooth, and they lived longer and healthier.",0,1,2,Complexion
Ethnic culture,16977,What is the status of United States Asian in Hollywood and the American drama industry?,"If the export of Chinese culture cannot be strong, and if Chinese film and television cannot be strong, then don't expect the Chinese to not be discriminated.",1,2,3,Asian discrimination
Ethnic culture,16714,What happens if the BLM movement continues?,"In Negro's current situation, what is needed is not equality and peace, but privileges, just like White's above, it is the same.",0,1,3,Negro
minority,5112,How are Hui girls?,"The wife of the uncle at home is from the Hui nationality. There is no difference except that he does not eat pork. The child he gave birth to is my cousin who is also Hui. In order to get extra points for the exam, the cousin does not eat pork, but he does not eat it at home.",1,2,2,Hui
Ethnic culture,21463,Why is it generally unacceptable for Chinese girls to be with African boys?,"Some people don't understand one thing: the so-called various discriminations are not should or should not be, but exist in themselves.",1,1,2,Negro
Ethnic culture,15396,Should Asians support the BLM protests?,"As a pure realist, in no way supports BLM.",0,1,3,BLM/Negro
Ethnic culture,17635,What do Nanjing people think of Japan and Japanese?,It is extremely ignorant and one-sided to single out the Nanjing Massacre to discuss Nanjing people's views on Japanese.,0,0,0,Japanese
Ethnic culture,16998,What is the status of United States Asian in Hollywood and the American drama industry?,"Looking at such a large market from a macro perspective, of course the status is not high. The money they pay, the art works they produce, and the actors they choose are justifiable.",1,2,2,Asian discrimination
Ethnic culture,18653,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","It can only be said that there are very few such teachers, at least there are no such teachers in our school.",1,0,0,Japanese
Ethnic culture,16134,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","I have a Chinese-Russian mixed-race friend who doesn't have any Asian features in appearance, and looks purely White.",0,0,0,Asian discrimination
Ethnic culture,20932,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,Race has little to do with skin color.,1,2,2,Complexion
Ethnic culture,23049,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"In fact, the Chinese are just too friendly. If the Chinese were a little more arrogant towards foreigners, would they still dare to be so arrogant?",1,2,3,Negro
Ethnic culture,20554,Why does whitening become the standard for beauty?,"I watched a BBC documentary before, which talked about beauty.",0,0,0,Complexion
Ethnic culture,19405,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"Racism has always existed. Just entering the league, there is a good boss Francis and Yao Ming's own high EQ, which made a good start.",0,2,2,racism
Ethnic culture,15950,What do you think of the California Asian Subdivision Act?,"The purpose of Asian subdivision is to make certain poor (underprivileged) Asian groups, like Hmong Americans (hmong.",0,0,0,Asian discrimination
Ethnic culture,16985,What is the status of United States Asian in Hollywood and the American drama industry?,"Not so good, especially the political correctness has to have someone of every color.",1,1,2,Asian discrimination
Ethnic culture,19819,How can racism in the United States be gracefully returned to the Chinese?,So here comes the problem. How to gracefully fight back when you meet a troll on NetEase,0,0,0,racism
minority,5452,What are the taboos of communicating with Zhuang people?,"Taboo... nonexistent, what we taboo the most is that you think we are different from you",1,2,2,Zhuang people
Ethnic culture,18611,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?",Let's see what the answer will be if you change to another country.,0,0,0,Japanese
minority,5836,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,Repost observer corenx1's post.,0,0,0,Mongols
minority,6115,Will Mongols and Han Chinese have love?,"True love crosses races, ages, and all obstacles. Mongolians and Han people are all human beings, and some even marry across borders!",1,2,1,Mongols
minority,5936,"As a Mongolian, what is it like not to speak Mongolian?","They are all looking for guilt! After learning Mongolian, are you an authentic Mongolian?",1,1,3,Mongols
Ethnic culture,16435,What about the bi-monthly report of 503 incidents of hatred by United States? What could be the reason for this?,"People who are good are bullied, and horses who are good are ridden by others.",0,0,0,Asian discrimination
minority,5842,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,When will the Mongols take care of this for you?,1,0,0,Mongols
Ethnic culture,15351,Should Asians support the BLM protests?,"I originally wanted to support it. But after seeing so many black and only opportunities, I feel that the white leftists are the hypocrisy of the hypocrisy and the cunning of the cunning.",1,1,3,Asian discrimination
