topic,idx,q,a,context,datatype,attitude,group
region,948,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","The neighbors in the house where I live now are all Shanghainese, young people.",0,0,0,Shanghainese
region,2865,Have you ever experienced Region discrimination firsthand?,"Lemon Filling: In reality/on the Internet, won't Northeasterners be chilled by slanders such as region blacks?",0,2,3,Region discrimination
region,1741,What do Northeasterners think of the Northeasterners?,"I talk about Heilongjiang’s economy every day, not anywhere in Harbin, and it’s not good to build a subway for more than ten years.",1,1,3,Northeasterners/Northeasterners
region,1810,What do Northeasterners think of the Northeasterners?,"A native of Liaoning, a native of Liaoning, would like to answer, if you want to do something in the small county of your hometown, you can break your leg if you have nothing to do with it.",0,1,3,Northeasterners
region,1019,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",I will enjoy it very much. My uncle from Shanghai has decorated a villa and lives by himself.,1,1,2,Shanghainese
region,2252,What do you think of Northeasterners?,"If nothing else, there are a lot of Northeasterners in the game.",1,1,3,Northeasterners
region,4253,Will Zhejiang fall to the second echelon in the near future?,"Personally, I feel that this post is already crooked, and there is no need to continue the discussion.",0,0,0,Zhejiang people
region,3871,What do provincials think of Zhejiang people?,"One of the Zhejiang people I met was fake, selfish, and would do anything for money.",1,1,3,Zhejiang people
region,3179,Why has the reputation of Henan people suddenly improved in the past year?,"Because there are always very low-level people who always feel that they are superior to others, anonymously recruiting black people here.",1,1,3,Henan people
region,256,Are Shanghainese really richer?,"First of all, you have to understand that most of the locals in Shanghai refer to those whose ancestral home is in Shanghai with agricultural hukou, while Shanghainese refers to those who have settled in Shanghai for a stable life for more than four generations.",0,1,2,Shanghainese
region,4171,Will Zhejiang fall to the second echelon in the near future?,"No, no, Zhejiang does not belong to any echelon, Zhejiang is Zhejiang.",0,0,0,Zhejiang people
region,4246,Will Zhejiang fall to the second echelon in the near future?,"No, no, I have never stood in the first echelon.",1,1,2,Zhejiang people
region,1901,Are Northeasterners really that grumpy?,"Depending on how you define ""grumpy"", it may also be to see ""When did I meet...",1,1,2,Northeasterners
region,478,How serious is Region discrimination in Shanghai?,"Remember one thing, maybe 2018?",0,0,0,Shanghainese
region,27,Is it normal for Shanghainese to have five million in the family?,"At first glance, I thought it was. It is normal for a Shanghainese home to have 500 square meters.",0,1,3,Shanghainese
region,2629,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","As a Northeasterners, I do have a lot of opinions on the economic development of my hometown, the quality of the population, and so on.",0,1,3,Northeasterners
region,2366,What do you think of Northeasterners?,[Erdonkey live shouting platform official: I think who dares to block me?,0,0,0,Northeasterners
region,4470,Is Region discrimination serious in Zhejiang?,"The coordinates are in the north of Zhejiang, and I feel that the sense of xenophobia is still quite strong. When high school students write their college wishes on post-it notes, they can't fill in Jiangsu, Zhejiang, Shanghai orz in this life.",0,2,2,Zhejiang people
region,1983,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Don't talk about the city, just talk about the countryside.",0,0,0,Northeasterners
region,116,Are Shanghainese really richer?,"The coordinates are from Zhangjiang, Pudong, Shanghai. There are 3 houses in the family. I live with my parents in one and rent out two. I can have 1 per month.",0,0,0,Shanghainese
region,3682,Where is the worst place in China to be hacked by Region discrimination?,"Lots of pictures, be careful. Talk to the picture.",0,0,0,Zhejiang people
region,4148,Will Zhejiang fall to the second echelon in the near future?,"In a word: Zhejiang does not rely on resources, but on people's brains.",1,1,1,Zhejiang people
region,2620,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Not only Zhihu, Weibo. And CCTV.",0,0,0,Northeasterners
region,2973,Have you ever experienced Region discrimination firsthand?,"Yes, I am a person with a lot of Region discrimination.",1,2,3,Region discrimination
region,1905,Are Northeasterners really that grumpy?,"How to say, there are two northerners in our dormitory. They have real temperaments and should not be underestimated.",1,2,3,Northeasterners
region,2204,"Why are the vast majority of Northeasterners around me better off than me, some even much better?",What do you mean? The Northeast has to be poor and backward?,0,1,3,Northeasterners
region,3095,What do you think of Region discrimination or region bias?,I tried my best to convince myself not to have a hateful attitude towards anything.,1,2,2,Region discrimination
region,699,Why are so many people in other places hostile to Shanghainese?,"Be content, at least no one in Shanghai dares to be black.",1,1,3,Shanghainese
region,837,"As a Shanghai drifter, what moment was you shocked by Shanghainese?",#113 A wave of updates.,0,0,0,Shanghainese
region,1200,What should I pay attention to when working with Shanghainese?,"Not for your question, just for your question.",0,0,0,Shanghainese
region,227,Are Shanghainese really richer?,"In fact, most of the real rich people in Shanghai are not strictly locals.",0,1,2,Shanghainese
region,1454,I would like to know what you guys think of Shanghainese?,The speech was screeching and unpleasant.,1,1,3,Shanghainese
region,4650,Is Region discrimination serious in Zhejiang?,"How should I put it, I am from a small place in Taizhou, Zhejiang Province, and the older generation here attaches great importance to the region, that is, it is often called by outsiders and outsiders, (as long as it is not ours.",1,2,3,Zhejiang people
region,378,How serious is Region discrimination in Shanghai?,"Shanghai is not exclusive. It's just that there are still many common problems in Chinese cities, which are not friendly to foreigners with lower incomes.",0,2,3,Shanghainese
